date,region,Total number of banking system institutions,institutions of the Bank of Russia,credit institutions,branches of credit organizations,additional offices,Number of bank institutions per 1 million inhabitants
01.04.2022,Краснодарский край,1 171,3,5,15,1 148,207
01.04.2022,Красноярский край,508,2,1,10,495,177
01.04.2022,Курганская область,254,1,2,2,249,304
01.04.2022,Курская область,190,1,0,3,186,172
01.04.2022,Ленинградская область,288,1,1,2,284,156
01.04.2022,Липецкая область,245,1,0,2,242,214
01.04.2022,Магаданская область,48,1,0,1,46,340
01.04.2022,г. Москва и Московская область,3 393,1,190,54,3 148,168
01.04.2022,Мурманская область,133,2,2,1,128,178
01.04.2022,Нижегородская область,628,2,4,24,598,195
01.04.2022,Новгородская область,133,2,2,2,127,222
01.04.2022,Новосибирская область,539,1,3,26,509,193
01.04.2022,Омская область,400,1,2,4,393,206
01.04.2022,Оренбургская область,497,3,3,3,488,253
01.04.2022,Орловская область,147,1,0,4,142,199
01.04.2022,Пензенская область,299,1,1,2,295,227
01.04.2022,Пермский край,615,2,3,8,602,236
01.04.2022,Приморский край,368,3,8,8,349,193
01.04.2022,Псковская область,124,2,2,4,116,197
01.04.2022,Республика Адыгея (Адыгея),78,1,0,2,75,172
01.04.2022,Республика Алтай,37,1,1,1,34,169
01.04.2022,Республика Башкортостан,782,4,1,9,768,193
01.04.2022,Республика Бурятия,152,1,0,3,148,155
01.04.2022,Республика Дагестан,88,1,2,3,82,29
01.04.2022,Республика Ингушетия,13,1,0,2,10,26
01.04.2022,Республика Калмыкия,30,1,0,1,28,110
01.04.2022,Республика Карелия,115,2,0,1,112,186
01.04.2022,Республика Коми,184,4,1,4,175,222
01.04.2022,Республика Крым,206,1,3,2,200,108
01.04.2022,Республика Марий Эл,123,1,2,2,118,181
01.04.2022,Республика Мордовия,202,1,0,2,199,254
01.04.2022,Республика Саха (Якутия),246,3,1,3,239,254
01.04.2022,Республика Северная Осетия-Алания,57,1,1,2,53,82
01.04.2022,Республика Татарстан (Татарстан),940,3,13,6,918,241
01.04.2022,Республика Тыва,49,1,0,2,46,151
01.04.2022,Республика Хакасия,95,1,1,1,92,177
01.04.2022,Ростовская область,809,2,7,21,779,193
01.04.2022,Рязанская область,203,1,3,2,197,182
01.04.2022,Самарская область,549,2,6,12,529,172
01.04.2022,г. Санкт-Петербург,948,3,21,38,886,176
01.04.2022,Саратовская область,431,1,5,3,422,177
01.04.2022,Сахалинская область,107,2,3,3,99,219
01.04.2022,Свердловская область,775,3,7,24,741,180
01.04.2022,г. Севастополь,55,1,0,0,54,124
01.04.2022,Смоленская область,118,1,0,2,115,125
01.04.2022,Ставропольский край,435,3,3,13,416,156
01.04.2022,Тамбовская область,225,1,1,2,221,221
01.04.2022,Тверская область,153,1,2,4,146,121
01.04.2022,Томская область,171,1,1,3,166,159
01.04.2022,Тульская область,216,1,0,5,210,146
01.04.2022,Тюменская область,728,8,5,13,702,195
01.04.2022,Удмуртская Республика,292,1,3,2,286,194
01.04.2022,Ульяновская область,227,1,1,2,223,183
01.04.2022,Хабаровский край,244,3,0,11,230,185
01.04.2022,Челябинская область,684,3,6,15,660,197
01.04.2022,Чеченская Республика,50,1,0,2,47,34
01.04.2022,Чувашская Республика - Чувашия,255,1,1,2,251,208
01.04.2022,Чукотский автономный округ,25,3,0,0,22,503
01.04.2022,Ярославская область,222,1,1,4,216,176
01.01.2022,Алтайский край,608,2,2,2,464,261
01.01.2022,Амурская область,158,2,2,4,88,199
01.01.2022,Архангельская область,199,3,0,2,138,174
01.01.2022,Астраханская область,177,1,2,2,108,175
01.01.2022,Белгородская область,365,1,1,3,273,236
01.01.2022,Брянская область,144,1,0,2,93,120
01.01.2022,Владимирская область,243,1,1,2,161,178
01.01.2022,Волгоградская область,474,2,1,7,309,189
01.01.2022,Вологодская область,234,2,3,1,162,200
01.01.2022,Воронежская область,564,1,0,8,442,242
01.01.2022,Еврейская автономная область,36,1,0,1,20,225
01.01.2022,Забайкальский край,187,1,0,2,127,175
01.01.2022,Ивановская область,161,1,3,2,100,160
01.01.2022,Иркутская область,385,1,3,7,202,161
01.01.2022,Кабардино-Балкарская Республика,80,2,1,3,63,92
01.01.2022,Калининградская область,180,1,1,5,95,180
01.01.2022,Калужская область,178,1,3,4,112,176
01.01.2022,Камчатский край,84,2,1,2,45,267
01.01.2022,Карачаево-Черкесская Республика,36,1,0,1,19,77
01.01.2022,Кемеровская область-Кузбасс,429,2,5,5,260,160
01.01.2022,Кировская область,300,1,3,3,238,236
01.01.2022,Костромская область,100,1,3,2,73,157
01.01.2022,Краснодарский край,1 192,3,5,15,847,211
01.01.2022,Красноярский край,517,2,1,12,303,180
01.01.2022,Курганская область,258,1,2,2,195,309
01.01.2022,Курская область,194,1,0,3,141,175
01.01.2022,Ленинградская область,291,1,1,2,3,157
01.01.2022,Липецкая область,248,1,0,2,184,217
01.01.2022,Магаданская область,49,1,0,1,27,347
01.01.2022,г. Москва и Московская область,3 465,1,191,55,2 692,171
01.01.2022,Мурманская область,136,2,2,1,78,182
01.01.2022,Нижегородская область,631,2,4,24,459,196
01.01.2022,Новгородская область,135,2,2,2,97,225
01.01.2022,Новосибирская область,547,1,3,25,397,196
01.01.2022,Омская область,402,1,2,4,280,207
01.01.2022,Оренбургская область,512,3,3,3,392,261
01.01.2022,Орловская область,145,1,0,4,104,196
01.01.2022,Пензенская область,301,1,1,2,229,228
01.01.2022,Пермский край,619,2,3,8,444,237
01.01.2022,Приморский край,381,3,8,9,237,200
01.01.2022,Псковская область,128,2,2,4,87,203
01.01.2022,Республика Адыгея (Адыгея),78,1,0,2,63,172
01.01.2022,Республика Алтай,37,1,1,1,23,169
01.01.2022,Республика Башкортостан,796,4,1,8,609,196
01.01.2022,Республика Бурятия,155,1,0,3,102,158
01.01.2022,Республика Дагестан,88,1,2,3,67,29
01.01.2022,Республика Ингушетия,13,1,0,2,8,26
01.01.2022,Республика Калмыкия,31,1,0,1,19,114
01.01.2022,Республика Карелия,116,2,0,1,75,188
01.01.2022,Республика Коми,190,4,1,4,139,229
01.01.2022,Республика Крым,206,1,3,2,60,108
01.01.2022,Республика Марий Эл,125,1,2,2,86,184
01.01.2022,Республика Мордовия,203,1,0,2,176,255
01.01.2022,Республика Саха (Якутия),250,3,1,3,171,259
01.01.2022,Республика Северная Осетия-Алания,58,1,1,2,31,83
01.01.2022,Республика Татарстан (Татарстан),971,3,13,6,715,249
01.01.2022,Республика Тыва,51,1,0,2,38,157
01.01.2022,Республика Хакасия,96,1,1,1,49,179
01.01.2022,Ростовская область,823,2,7,21,600,196
01.01.2022,Рязанская область,206,1,3,2,143,185
01.01.2022,Самарская область,557,2,6,12,364,175
01.01.2022,г. Санкт-Петербург,955,3,21,38,643,177
01.01.2022,Саратовская область,435,1,5,3,277,178
01.01.2022,Сахалинская область,111,2,3,3,68,227
01.01.2022,Свердловская область,799,3,8,25,587,185
01.01.2022,г. Севастополь,55,1,0,0,0,124
01.01.2022,Смоленская область,119,1,0,2,65,126
01.01.2022,Ставропольский край,441,3,3,13,354,158
01.01.2022,Тамбовская область,229,1,1,2,193,225
01.01.2022,Тверская область,159,1,2,4,102,125
01.01.2022,Томская область,179,1,1,3,104,166
01.01.2022,Тульская область,220,1,0,5,136,149
01.01.2022,Тюменская область,756,8,6,14,433,203
01.01.2022,Удмуртская Республика,297,1,3,2,202,197
01.01.2022,Ульяновская область,233,1,1,2,165,188
01.01.2022,Хабаровский край,251,3,0,12,153,190
01.01.2022,Челябинская область,692,3,6,15,444,199
01.01.2022,Чеченская Республика,49,1,0,2,35,34
01.01.2022,Чувашская Республика - Чувашия,264,1,1,2,202,216
01.01.2022,Чукотский автономный округ,25,3,0,0,0,503
01.01.2022,Ярославская область,224,1,1,4,154,178
01.10.2023,Алтайский край,552,2,2,2,546,243
01.10.2023,Амурская область,151,2,1,5,143,195
01.10.2023,Архангельская область,178,3,0,2,173,160
01.10.2023,Астраханская область,158,1,1,2,154,160
01.10.2023,Белгородская область,321,1,1,3,316,210
01.10.2023,Брянская область,133,1,0,2,130,114
01.10.2023,Владимирская область,212,1,1,2,208,160
01.10.2023,Волгоградская область,418,2,1,7,408,171
01.10.2023,Вологодская область,212,2,3,1,206,186
01.10.2023,Воронежская область,492,1,0,8,483,215
